text,id,label,review,text_id,las,uas,la
On tal vast iseloom !,2002,"[{""start"": 7, ""end"": 11, ""text"": ""vast"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,24,100.0,100.0,100.0
"Võib-olla on otsus ärijuhtimist tudeerima asuda mu alateadlik soov taganemisteed kindlustada , ” arutleb Evelin .",2004,"[{""start"": 0, ""end"": 9, ""text"": ""Võib-olla"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,97,100.0,100.0,100.0
"Eemalolek suurtelt lavadelt on tema sõnul taotluslik , et mitte enne plaadi ilmumist kuulajaid eksitada .",2005,"[{""start"": 58, ""end"": 63, ""text"": ""mitte"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,99,100.0,100.0,100.0
"Kadri oli perekonna hing , kõige parem sõber ja hea kuulaja .",2011,"[{""start"": 27, ""end"": 32, ""text"": ""kõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,184,100.0,100.0,100.0
"” Jaan usub , et Kadrile poleks meeldinud , kui ta üksi jääks .",2012,"[{""start"": 51, ""end"": 55, ""text"": ""üksi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,187,100.0,100.0,100.0
Ja kes iseäranis teenekad .,2035,"[{""start"": 7, ""end"": 16, ""text"": ""iseäranis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,463,100.0,100.0,100.0
Ehk mõtleb president Meri välja mõne uue auraha neile meestele medalina kaelas kandmiseks ?,2036,"[{""start"": 0, ""end"": 3, ""text"": ""Ehk"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,490,100.0,100.0,100.0
Tuli ju selle loomiseks tappa kalu .,2040,"[{""start"": 5, ""end"": 7, ""text"": ""ju"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,586,100.0,100.0,100.0
"Jüri algul nõustus , hiljem aga mingil põhjusel keeldus .",2042,"[{""start"": 21, ""end"": 27, ""text"": ""hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,629,100.0,100.0,100.0
Nõnda ei valmistanud edasijõudmine talle erilisi raskusi .,2047,"[{""start"": 0, ""end"": 5, ""text"": ""Nõnda"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,666,100.0,100.0,100.0
"Toda novellistide laialt levinud lemmikvõtet , terviku peegeldumist detailis , kasutab Külvet erineva eduga pea kõikides lugudes .",2054,"[{""start"": 18, ""end"": 24, ""text"": ""laialt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,775,100.0,100.0,100.0
"Ja kus on teie kõnemees , nad pole muusikuga kokku leppinud !",2065,"[{""start"": 45, ""end"": 50, ""text"": ""kokku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,904,100.0,100.0,100.0
"Kalmistutel pakutakse hooldamisteenust neile , kes kaugemal elavad või käsi määrida kardavad .",2074,"[{""start"": 51, ""end"": 59, ""text"": ""kaugemal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,992,100.0,100.0,100.0
"Geograafiliselt paiknesid need kõikides Eesti linnades ja väikeasulates , mis muutis nad rahvalähedaseks ja usaldusväärseks .",2076,"[{""start"": 0, ""end"": 15, ""text"": ""Geograafiliselt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1039,100.0,100.0,100.0
Kahjuks ei leia ühistegevus krediidiasutustes tänapäeval sellist kõlapinda kui eelmise sajandi algul .,2077,"[{""start"": 0, ""end"": 7, ""text"": ""Kahjuks"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1058,100.0,100.0,100.0
Nüüd on 10 tegutsevat ühistulist finantsasutust hakanud koostööd tegema ja asutanud selleks katusorganisatsioonina Eesti Hoiu-laenuühistute Liidu .,2081,"[{""start"": 0, ""end"": 4, ""text"": ""Nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1117,100.0,100.0,100.0
"Nende keskmine kapitali adekvaatsus oli 62,5% , samal ajal kui kommertspankades on ta alla 20 protsendi ( minimaalne nõue 10% ) .",2082,"[{""start"": 86, ""end"": 90, ""text"": ""alla"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1124,100.0,100.0,100.0
"Kas see noormees , siseminister või parlament .",2093,"[{""start"": 0, ""end"": 3, ""text"": ""Kas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1296,100.0,100.0,100.0
"Samas on ühiskonna valdav materialistlik suunitlus toonud kaasa süsteemikriitiliste indiviidide tekke , kollektiivsus naaseb killustatud indiviidide väärtuspõhise koondumisena .",2100,"[{""start"": 0, ""end"": 5, ""text"": ""Samas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1445,100.0,100.0,100.0
"Loodus on süsteemi piirialal , sellest kõneldakse vähe ; peamiseks kõneaineseks on keskkond .",2101,"[{""start"": 50, ""end"": 54, ""text"": ""vähe"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1455,100.0,100.0,100.0
"Tõepoolest , valimised toimuvad Eestis iga nelja aasta tagant ja neist hoidumine tähendaks otsustamisõiguse andmist kellelegi teisele .",2107,"[{""start"": 0, ""end"": 10, ""text"": ""Tõepoolest"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,1633,100.0,100.0,100.0
"Osa neist kannab mõne teise loomaliigi , ka inimese geeni .",2136,"[{""start"": 41, ""end"": 43, ""text"": ""ka"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2140,100.0,100.0,100.0
"Seetõttu peab neid uurima elusolendites , "" selgitab Karis .",2137,"[{""start"": 0, ""end"": 8, ""text"": ""Seetõttu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2147,100.0,100.0,100.0
""" Teda ei uskunud keegi , ometi osutusid kuulsa keskmängija sõnad tõeks .",2145,"[{""start"": 26, ""end"": 31, ""text"": ""ometi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2265,100.0,100.0,100.0
"Ent mehed ei saagi teisiti , sest nad teavad : Ewingule tuleb hankida meistrisõrmus .",2147,"[{""start"": 19, ""end"": 26, ""text"": ""teisiti"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2275,100.0,100.0,100.0
""" Seal oli kombineeritud institutsionaalse mälu sära ja kirglik tõlgendamisoskus , "" kirjutas ta .",2168,"[{""start"": 2, ""end"": 6, ""text"": ""Seal"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2599,100.0,100.0,100.0
Hiljem õppis Ane majandustehnikumis ja pedagoogikaülikoolis .,2169,"[{""start"": 0, ""end"": 6, ""text"": ""Hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2605,100.0,100.0,100.0
Erinevalt eelmistest maratonidest on 32.,2170,"[{""start"": 0, ""end"": 33, ""text"": ""Erinevalt eelmistest maratonidest"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2628,100.0,100.0,100.0
"John Hagelin ( Natural Law Party ) tegi kõige radikaalsema avalduse , väites , et "" meelelahutustööstus peaks tegema jõupingutusi selleks , leida uusi teid Napsterit ja sarnaste teenuste kasutamiseks "" maksa-iga-korra-eest "" "" .",2180,"[{""start"": 40, ""end"": 45, ""text"": ""kõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2775,100.0,100.0,100.0
Püha kuulub Jumalale ja seega võib Jumala pühadus peegelduda igast inimesest .,2181,"[{""start"": 24, ""end"": 29, ""text"": ""seega"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2791,100.0,100.0,100.0
"Tema sõnul on Vene üksused tõrjutud paljudel suundadel tagasi lähtepositsioonidele , kust nad jaanuari keskpaiku alustasid tormijooksu Groznõile .",2192,"[{""start"": 103, ""end"": 112, ""text"": ""keskpaiku"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,2968,100.0,100.0,100.0
"Luba on vaja seetõttu , et Kohli kui Riigi-päeva liiget kaitseb saadikupuutumatus .",2204,"[{""start"": 13, ""end"": 21, ""text"": ""seetõttu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3221,100.0,100.0,100.0
"Pehmelt öeldes . """,2206,"[{""start"": 0, ""end"": 7, ""text"": ""Pehmelt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3272,100.0,100.0,100.0
"Õigupoolest , kahe allpoolse Balti riigiga on asi korras .",2212,"[{""start"": 0, ""end"": 11, ""text"": ""Õigupoolest"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3345,100.0,100.0,100.0
Mitte päris .,2213,"[{""start"": 0, ""end"": 5, ""text"": ""Mitte"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3355,100.0,100.0,100.0
"Samas ei saa temalt juhtimisõigust ära võtta , kui ta ise oma juhiluba ei tagasta .",2220,"[{""start"": 0, ""end"": 5, ""text"": ""Samas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3446,100.0,100.0,100.0
Kuid nüüd on ajad teised ja oleks absurdne võrrelda esinduslikke tarkvarafirmasid ja küüditamist .,2230,"[{""start"": 5, ""end"": 9, ""text"": ""nüüd"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3600,100.0,100.0,100.0
"Neli aastat varem kohtusid samad rivaalid Mexico MMi kullamängus , siis saatis 3 : 2 edu lõunaameeriklasi .",2236,"[{""start"": 0, ""end"": 17, ""text"": ""Neli aastat varem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3671,100.0,100.0,100.0
Samas on Utsari esilekerkimine süsteemiväline .,2244,"[{""start"": 0, ""end"": 5, ""text"": ""Samas"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3795,100.0,100.0,100.0
"Ma ei näe seda nii , nagu oleksin Tartust ära tulnud .",2251,"[{""start"": 15, ""end"": 18, ""text"": ""nii"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,3901,100.0,100.0,100.0
