sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,classification2
7108634,11432411,7,tasuma,,ad,kord,korral,"“ Ei tea , kas esimesel korral tasub lõpuni minna , ” kahtlesin .",,,,no,"The phrase 'korral' refers to 'occasion' and does not indicate a location, hence it is not adverbial of place.",no,no,no,no
2601827,4175718,12,pakkuma,,ad,juhatus,juhatusel,"Eesti Filharmoonia Kammerkoor ja Tallinna Kammerorkester pakuvad täna õhtul Tõnu Kaljuste juhatusel Tallinna Metodisti kirikus toimuval kontserdil valiku teostest , mida koor ja orkester esitavad reedel algaval kolmenädalasel USA ja Kanada turneel .",,,,no,"The phrase 'juhatusel' refers to 'under the direction' and is describing leadership or guidance, not location, so it is not adverbial of place.",no,no,no,no
1677278,2670999,3,seletama,,all,patsient,patsiendile,"Kullamaa seletab patsiendile alati , et iga protees on organismile võõrkeha ja ümber selle tekitab organism poole aasta jooksul sidekoelise kapsli .",,,,no,,no,yes,no,yes
750912,1196732,14,virutama,,all,reisija,reisijale,"Kaks aastat tagasi oli Eesti Päevalehe ajakirjanik tunnistajaks , kuidas kontrollija piletita sõitnud reisijale jalaga vastu tagumikku virutas ja vihaselt sõimles .",,alive,,no,,no,yes,no,yes
4733683,7604499,14,lülitama,,ad,poolaeg,poolajal,""" Seda ma paraku ei tea , sest lülitasin teleka sisse alles teisel poolajal . """,,time,,no,,yes,no,yes,yes
14922621,23437007,3,külastama,,ad,nahkkuu,nahkkuul,"Pealegi külastas nahkkuul kahel korral mulkide väravaraamistikku , ohtlikke olukordi jätkus veelgi .",,,,no,,no,no,no,no
10299850,16529878,9,laskma,,ad,KMÜ,KMÜl,Miks te seda kohe ei öelnud ja lasite KMÜl veel koalitsioonileppe projekti ette valmistada ?,,,,no,,no,no,no,no
7950871,12740282,35,suhtuma,,adit,idealiseerimine,idealiseerimisse,"Ma usun , et lugejad siiski tajusid , vastupidi , ideoloogiavastast subversiooni , õõnestust või vähemalt ambivalentsust , sest tegelikult oli Hansen-Tammsaare antifašist ning suhtus oma teostes kriitiliselt ka talupoegluse ning "" juurte "" idealiseerimisse .",,,,no,,no,no,no,no
15337147,23952644,11,tutvustama,,ad,hulk,hulgal,Ulmekirjandus ja -filmid on meile viimastel aastakümnetel tutvustanud arvutul hulgal mõtlemisvõimelisi masinaid .,,,,no,,no,no,no,no
95952,162188,10,tulema,kokku,ad,lõpetamine,lõpetamisel,"“ Ühelt poolt on muidugi hea , et keskkooli lõpetamisel ja ülikooli sisseastumisel ei tule kokku ligi kümmet eksamit teha , teisalt võetakse mul riigieksamitega teine võimalus .",,event,,no,,yes,no,yes,yes
13016963,20826469,3,karjuma,,all,kiskuja,kiskujale,"« Karjusin kiskujale : ei , ei , lükka auto püsti !",,,,no,"The phrase 'kiskujale' refers to a person, not a place, so it is not an adverbial of place.",no,yes,no,yes
13567621,21694794,10,nimetama,,el,esinelik,esinelikust,Hooaja jooksul on Klandorf mitu korda nimetanud A . Le Coqi esinelikust meelepäraseimaks vastaseks .,,,,yes,"The phrase 'esinelikust' refers to a specific place or group, making it an adverbial of place.",,,,yes
12825358,20516338,3,saama,üle,el,5.05,5.05st,"Mõlemad said 5.05st üle , kolm ebaõnnestunud katset tegi Šebrle 5.15-l ja sellest kõrgusest loobunud Nool 5.25-l.",,,,yes,"The phrase '5.05st' indicates a location related to a height, classifying it as an adverbial of place.",,,,yes
10517633,16861298,1,mõjuma,,all,aatom,Aatomitele,"Aatomitele , mis käituvad pisimagnetitena , mõjub raskusjõust suurem jõud ning siirup ei saa üle magnetkausi servade välja voolata .",,,,no,,no,no,no,no
2638805,4234155,2,proovima,,all,inimene,inimestele,"Aga inimestele proovid sa jällegi vihjata , et tegu on kurja karvase käe , hämarate motiivide ja salajase omakasuga , "" kirjutab Lao .",,alive,,no,,no,yes,no,yes
367679,568736,26,püüdma,,all,kõver,kõverale,"Semper arutleb , et Norra mägimaastikele iseloomulik kõverjoon on omane Knut Hamsuni tegelastele ; Ibseni traagika arvab ta peituvat seigas , et see püüdis Norra kõverale joonele peale suruda õgujoone külmjulma loogikat .",,,,yes,"The phrase 'kõverale' specifies a location in a symbolic or illustrative manner, thus it qualifies as an adverbial of place.",,,,yes
6866965,11044861,4,ilmnema,,ad,majanduskasv,majanduskasvul,Seejuures ilmnes kiiremal majanduskasvul hoopis ebavõrdsust vähendav roll .,,,,no,,no,no,no,no
12537089,20066544,7,esitlema,,all,piduline,pidulistele,Sajandi meeldejäävaimaist hetkedest tehtud filmi esitleb pidulistele Steven Spielberg .,,alive,,no,,no,yes,no,yes
6186079,9932912,19,korraldama,,all,kontor,kontorile,"Regionaalprokurör Juri Ketov lausus , et relvastatud rühmitus korraldas rünnaku siseministeeriumile ja regionaalsele föderaalse julgeolekubüroo ( FSB ) kontorile .",,location,,yes,"The phrase 'kontorile' specifies a physical place, making it an adverbial of place.",,,,yes
3058141,4907186,26,sõltuma,,el,aines,ainesest,""" Igal institutsioonil on vaja töörahu , kus muuhulgas kõik dokumendid pole avalikkusele ligipääsetavad , "" ütles Kallas , täpsustades , et "" kõik sõltub ainesest "" .",,,,no,,no,no,no,no
18514356,28036088,5,kuulama,,ad,menetlemine,menetlemisel,Praegu me oleme eelarve menetlemisel kannatlikult kuulanud opositsiooni kriitikat .,,,,no,,no,no,yes,yes
4120887,6633233,8,teavitama,,ad,eemaldamine,eemaldamisel,Samuti teavitavad Tallinn ja Helsingi vastastikku grafiti eemaldamisel ja pindade kaitsmisel kasutatavatest uutest tehnoloogiatest jms.,,,,no,,no,no,yes,yes
6313845,10144762,11,pajatama,,el,mäss,mässust,"Rääkimata romaanist "" Waverly "" , mis pajatab 1745. aasta mässust , mille käigus šotlased üritasid oma meest Inglismaa troonile tagasi panna .",,,,yes,"The phrase 'mässust' refers to the uprising and functions to specify the location of an event in relation to the context, which is why it is classified as adverbial of place.",,,,yes
11663641,18670158,5,vestlema,,ad,eeldus,eeldusel,""" Vestlesin temaga alguses eeldusel , et ta on kuriteo sooritanud , "" räägib Einike .",,,,no,,no,no,no,no
14061675,22389273,11,tulema,kohale,ad,Mühlenbeck,Mühlenbeckil,"SV Mühlenbecki ja Birkenwerder BC mängu algul selgus , et Mühlenbeckil tuli kohale kuus meest .",,,LOC,yes,"The phrase 'Mühlenbeckil' refers to the location where an event happened (e.g., the state of the team at a particular site), making it adverbial of place.",,,,yes
8247308,13232622,9,kuulama,,ad,õu,õuel,"Meie ei ütle midagi , meie kuulame lummemattunud õuel hämmeldunult märtsikuist punarinna laulu , mis ei saa küll kuidagimoodi olla alamlaul , vaid ikka ülemlaul , sest Juhan Liiv ju kirjutas , et",,,,yes,"The phrase 'õuel' specifies the location where something is being heard, showing its function as an adverbial of place.",,,,yes
1601566,2548480,8,helistama,,all,emale-isa,emale-isale,Ta helistas kohe pärast tulemuste selgumist Väike-Maarjasse emale-isale .,,,,no,,no,yes,no,yes
4425456,7116674,16,nakatuma,,el,loomariik,loomariigist,"Miks ei võiks siis imetaja inimenegi nakatuda sellest pisikust , kui juba tema lähedasemad sugulased loomariigist sellest nakatuvad ?",,,,yes,"The phrase 'loomariigist' indicates origin or source, which is a spatial relationship, so it is classified as an adverbial of place.",,,,yes
4611029,7410819,13,pakkuma,,all,Jim,Jimile,"Ühel kontserdil sattus teda kuulama plaadikompanii Warp juht Steve Beckett , kes Jimile kohe lepingut pakkus .",,,PER,yes,"The phrase 'Jimile' refers to the recipient of something, which is not a spatial indication, so it is not adverbial of place.",,,,yes
685016,1089414,12,võistlema,,ad,etapp,etapil,Peaaegu kolm kuud tervist taastanud Michael Schumacher võistleb F1-e kahel viimasel etapil : Malaisias 17. oktoobril ning Jaapani Suzukas 31. oktoobril .,,,,yes,"The phrase 'etapil' points to specific stages of a race, describing the location of the events, so it is an adverbial of place.",,,,yes
5053218,8109495,13,kasutama,,ad,kaubamärk,kaubamärgil,"Omaniku valitud uus rentnik , osaühing Wostock Oil , kasutab sirpi-vasarat oma kaubamärgil .",,,,yes,"The phrase 'kaubamärgil' refers to a location where the sirpi-vasarat symbol is used, making it an adverbial of place.",,,,yes
9105951,14641235,14,ärkama,,ad,keskväljak,keskväljakul,"Eesti suurim , 7000-kohaline vabaõhu ooperiteater ärkab suvel üheks päevaks ellu Tõrva linna keskväljakul .",,location,,yes,"The phrase 'keskväljakul' describes a location where the ooperiteater comes to life, qualifying it as an adverbial of place.",,,,yes
12746239,20388907,3,suhtuma,,adit,eliit,eliiti,Kõik suhtuvad eliiti põlgusega .,,alive,,yes,"The phrase 'eliiti' refers to a group rather than a physical location, so it is not an adverbial of place.",,,,yes
19210395,28968663,2,märkima,,ad,arutlus,arutlusel,"Sellel arutlusel te ise ka märkisite , et häid pakkumisi raudtee erastamiseks ei ole me tegelikult saanud .",,,,yes,"The phrase 'arutlusel' identifies a metaphorical location or context for discussion, so it is considered an adverbial of place.",,,,yes
11993836,19195890,4,tasuma,,ad,eestlanna,eestlannadel,Valdo Randpere : eestlannadel ei tasu pisku eest mängida,,alive,,no,"The phrase 'eestlannadel' refers to people and not a place, so it is not an adverbial of place.",no,yes,no,yes
731377,1165170,5,võitma,,ad,Saksamaa,Saksamaal,Korjus ja Jakk võitsid Saksamaal .,,location,LOC,yes,"The phrase 'Saksamaal' specifies a location where the action of winning occurred, making it an adverbial of place.",,,,yes
2571838,4126778,12,võtma,ära,abl,kohtunik,kohtunikelt,"Pärast seda , kui põhiseaduskomisjonis läksid läbi ettepanekud , mis võtavad kohtunikelt ära loodetud staažitasud ja mõned sotsiaalsed garantiid , on võimuparteide esindajad pidanud maha mitu tulist arutelu .",,alive,,no,,no,yes,no,yes
14949694,23462330,16,viitama,,all,alammõõt,alammõõdule,"- lisatakse järgmine joonealune märkus , mis viitab hariliku stauriidi ( Trachurus spp . ) alammõõdule 15 cm piirkondades 1-5 , välja arvatud Skagerrak ja Kattegat : “ Assooridega külgnevates vetes , mis kuuluvad Portugali suveräänsete õiguste ja jurisdiktsiooni alla , ei kohaldata hariliku stauriidi ( Trachurus picturatus ) suhtes alammõõtu . ”",,,,no,,no,no,no,no
2101376,3353927,11,juhinduma,,el,sisekord,sisekordadest,"Nendes küsimustes langetavad otsuse meie piirkonnad , kes juhinduvad meie sisekordadest ja eetikakoodeksist .",,,,no,,no,no,no,no
4033468,6491658,6,kaasama,,ad,hooaeg,hooajal,"Kristina seltskond on eriti sel hooajal nutikalt kaasanud inimesi , kes on toonud endaga mõistmise , et vaid nüüdisteaduse tasemel saab kroonida võitjaeeldustega isiku tõeliseks võitjaks .",,time,,no,,yes,no,yes,yes
16682497,25670387,11,selgitama,,ad,menetlemine,menetlemisel,"Aga mis puudutab Siseministeeriumi , siis nagu ma juba eelarve menetlemisel selgitasin , seisab ees selle ja ka ametite ümberkorraldamine .",,,,no,"The phrase 'menetlemisel' refers to the process of handling or discussing the budget and is not describing a location, so it is not an adverbial of place.",no,no,yes,yes
13228328,21164291,13,lisanduma,,ad,kca,kcal,"Kui lubada endale ka 200grammine tops küpsise tiramisut , lisandub veel 536,2 kcal ja 26,4 g rasva .",,,,no,,no,no,no,no
4914390,7890876,22,puuduma,,abl,istungjärk,istungjärkudelt,"Eile jõudis Kreekast Salonikist südameuuringutelt koju Riigikogu rahanduskomisjoni esimees Olev Raju , kes ainsa parlamendiliikmena puudus eelmisel nädalal presidendivalimisteks korraldatud erakorralistelt istungjärkudelt .",,,,yes,The phrase 'istungjärkudelt' indicates a location or source (from the sessions) and is therefore classified as an adverbial of place.,,,,yes
8231589,13208224,9,arvestama,,ad,leidmine,leidmisel,EE teada arvestas erastamisagentuuri peadirektor  Väino Sarnet  nõustaja leidmisel esialgu pea 45 miljoni suuruse summaga .,,,,no,,no,no,yes,yes
7948195,12735232,13,lugema,,ad,puhkus,puhkusel,oh sa Mahtakene kas oli puhast särki sulle selga panna õde-perenaine on puhkusel luges enne sanitaaridele nende jao kätte kas surijaid on ka ette arvestatud muidu kui ööse kellegil õnnetus juhtub ja ommikul puhast särki küsib ütleb sanitaar ükspuhku ei ole ei ole vannipäev saad,,,,no,,yes,no,yes,yes
553550,874459,12,tundma,,el,eelisõigus,eelisõigusest,"Häbenesin seda kangesti , kuigi salamisi tundsin kergendust raamatu- ja vorstiostu eelisõigusest .",,,,no,,no,no,no,no
13861390,22102563,4,toituma,,el,kompleks,kompleksidest,"« Kollid toituvad kompleksidest , hirmudest , ja aina kasvavad .",,,,yes,The phrase 'kompleksidest' describes a source or origin (from complexes) and is thus classified as an adverbial of place.,,,,yes
