text,id,label,review,text_id,las,uas,la
Mullu kuulutas ajakiri People ta lahutatud lapsevanemate kategoorias musterisaks .,2001,"[{""start"": 0, ""end"": 5, ""text"": ""Mullu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,19,55.6,55.6,77.8
On tal vast iseloom !,2002,"[{""start"": 7, ""end"": 11, ""text"": ""vast"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,24,100.0,100.0,100.0
"Võib-olla on otsus ärijuhtimist tudeerima asuda mu alateadlik soov taganemisteed kindlustada , ” arutleb Evelin .",2004,"[{""start"": 0, ""end"": 9, ""text"": ""Võib-olla"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,97,100.0,100.0,100.0
"Eemalolek suurtelt lavadelt on tema sõnul taotluslik , et mitte enne plaadi ilmumist kuulajaid eksitada .",2005,"[{""start"": 58, ""end"": 63, ""text"": ""mitte"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,99,100.0,100.0,100.0
"Kadri oli perekonna hing , kõige parem sõber ja hea kuulaja .",2011,"[{""start"": 27, ""end"": 32, ""text"": ""kõige"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,184,100.0,100.0,100.0
"” Jaan usub , et Kadrile poleks meeldinud , kui ta üksi jääks .",2012,"[{""start"": 51, ""end"": 55, ""text"": ""üksi"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,187,100.0,100.0,100.0
Ei ühele ega teisele olnud laevahuku põhjus mingiks saladuseks .,2020,"[{""start"": 0, ""end"": 2, ""text"": ""Ei"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,328,77.8,88.9,77.8
"Aino Järvesoole saadetud kirjadest saaks vapustava raamatu fassaaditagusest Eestist , kus sirguv nooruk läheb pigem võõrleegioni kui Eesti sõjaväkke , sest tema meelest on riik , kus ta elab , võõras ja lastevaenulik .",2026,"[{""start"": 110, ""end"": 115, ""text"": ""pigem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,373,97.0,97.0,97.0
"Kirjutajad loetlevad lausraiskamisi , nagu haridusministeeriumi Tartusse kolimine , poliitilised turismireisid , kallid autod , luksuslikud remondid jne ; poole miljoni krooni riigi rahaga Saaremaale rajatud golfiväljak , raudteenõustamise miljonid või Maapanga raha , mille kantisid endale need , kes vangimõistetud Eenmaale korraldusi jagasid .",2028,"[{""start"": 38, ""end"": 42, ""text"": ""nagu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,395,90.9,93.2,97.7
Ja kes iseäranis teenekad .,2035,"[{""start"": 7, ""end"": 16, ""text"": ""iseäranis"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,463,100.0,100.0,100.0
Ehk mõtleb president Meri välja mõne uue auraha neile meestele medalina kaelas kandmiseks ?,2036,"[{""start"": 0, ""end"": 3, ""text"": ""Ehk"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,490,100.0,100.0,100.0
Tuli ju selle loomiseks tappa kalu .,2040,"[{""start"": 5, ""end"": 7, ""text"": ""ju"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,586,100.0,100.0,100.0
"Jüri algul nõustus , hiljem aga mingil põhjusel keeldus .",2042,"[{""start"": 21, ""end"": 27, ""text"": ""hiljem"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,629,100.0,100.0,100.0
"Kord tungis Ants isale kallale , ema Meeta ärritus , sai infarkti ja suri .",2043,"[{""start"": 0, ""end"": 4, ""text"": ""Kord"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,641,92.9,92.9,100.0
"Tänaseks pole Kukkede perekonnast enam kedagi elus , viimasena suri 1990. aastate algul isa , kes pärast poja traagilist surma oli hakanud habet kasvatama .",2044,"[{""start"": 0, ""end"": 8, ""text"": ""Tänaseks"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,644,75.0,75.0,87.5
Nõnda ei valmistanud edasijõudmine talle erilisi raskusi .,2047,"[{""start"": 0, ""end"": 5, ""text"": ""Nõnda"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,666,100.0,100.0,100.0
"Toda novellistide laialt levinud lemmikvõtet , terviku peegeldumist detailis , kasutab Külvet erineva eduga pea kõikides lugudes .",2054,"[{""start"": 18, ""end"": 24, ""text"": ""laialt"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,775,100.0,100.0,100.0
"Mõne aasta eest sai meie kirjanduskriitikas välja öeldud mõte , justnagu pärssinuks Stalini nime kohustuslik väljajätmine proosatekstidest kirjanduse arengut .",2055,"[{""start"": 64, ""end"": 72, ""text"": ""justnagu"", ""labels"": [""stanza_syntax_ignore_entity_advmod""]}]",no,806,84.2,84.2,89.5
