text,id,label,review,text_id,las,uas,la
Minuga oleks võinud juhtuda midagi tõeliselt halba .,4003,"[{""start"": 0, ""end"": 6, ""text"": ""Minuga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,11,100.0,100.0,100.0
"“ Hailie kasvab , ma püüan talle eeskuju anda , ” räägib Eminem .",4006,"[{""start"": 27, ""end"": 32, ""text"": ""talle"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,21,100.0,100.0,100.0
Nii juhtus ka Eminemiga .,4007,"[{""start"": 11, ""end"": 23, ""text"": ""ka Eminemiga"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,35,100.0,100.0,100.0
"“ Muusikast eemal olles tunnen end närvilise ja pisut haiglasena , ” tunnistab EVELIN SAMUEL ( 26 ) .",4009,"[{""start"": 2, ""end"": 11, ""text"": ""Muusikast"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,57,94.4,100.0,94.4
"Evelini ei häiri , et plaati pole välja mängitud tema kui lauljanna nimele .",4011,"[{""start"": 49, ""end"": 74, ""text"": ""tema kui lauljanna nimele"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,78,90.0,100.0,90.0
Mõningatest asjadest olen hakanud hoopis paremini aru saama .,4012,"[{""start"": 0, ""end"": 20, ""text"": ""Mõningatest asjadest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,91,42.9,42.9,71.4
Kõigepealt haihtus Pajusaare arvuti kõvakettalt jäljetult kolm lugu .,4014,"[{""start"": 19, ""end"": 47, ""text"": ""Pajusaare arvuti kõvakettalt"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,116,100.0,100.0,100.0
Universal soovitas selle loomakaitsjate protesti vältimiseks ümber vahetada .,4016,"[{""start"": 19, ""end"": 60, ""text"": ""selle loomakaitsjate protesti vältimiseks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,121,100.0,100.0,100.0
Töö ja eraelu on Evelin enda jaoks kindlalt lahutanud .,4017,"[{""start"": 24, ""end"": 34, ""text"": ""enda jaoks"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,125,100.0,100.0,100.0
"“ Ma olen elus palju nutnud , ” tunnistab AS Sangari juhatuse esimees JAAN KALLAS .",4020,"[{""start"": 10, ""end"": 14, ""text"": ""elus"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,134,86.7,100.0,86.7
"Pöörab pilgu oma poegadele Jaanusele ( 17 ) ja Joosepile ning lisab , et tegelikult on patt öelda , et elu on raske .",4021,"[{""start"": 13, ""end"": 56, ""text"": ""oma poegadele Jaanusele ( 17 ) ja Joosepile"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,155,100.0,100.0,100.0
"” Mehel on pere ja sõbrad , kes aitasid sellest üle saada .",4023,"[{""start"": 40, ""end"": 47, ""text"": ""sellest"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,177,100.0,100.0,100.0
“ Me olime ikkagi seitseteist aastat abielus . ”,4024,"[{""start"": 18, ""end"": 36, ""text"": ""seitseteist aastat"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,178,100.0,100.0,100.0
Kadri ja Jaan tutvusid õpilasmalevas .,4025,"[{""start"": 23, ""end"": 36, ""text"": ""õpilasmalevas"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,179,100.0,100.0,100.0
“ Meil käis lihtsalt krõks !,4026,"[{""start"": 2, ""end"": 6, ""text"": ""Meil"", ""labels"": [""syntax_ignore_entity_obl""]}]",free,182,100.0,100.0,100.0
