sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
10921352,199,208,sadamaala,gen,"Kompuse hinnangul on üldsegi kaheldav , kas inimesed soovivad poolsaare rannaribale massiliselt elama asuda , sest kodutee oleks paari kilomeetri ulatuses läbi elamurajooni kõrvale jääva tööstusliku sadamaala .",advcl,"com,gen,sg"
16296368,79,84,msn-i,gen,see ka et mul oli ka enne selle NAT-i v2rgi viga aga ma panin nyyd nagu vanema msn-i ( arvasin et 2kki tyytab ) ja NAT-i enam ette ei lyy aga ikka ei yhenda ... all j22b lissalt selle connectingu pial seisma ja natukese aja p2rast viskab mul ette et jutt on l6ppenud ja mu s6bral et mu arvutil on parajasti mingid networki probleemid .,advcl,"gen,nominal,sg"
1981735,75,83,ballasti,gen,""" Koduteel pani Makarovi hobune nii kiiresti ajama , et Jüri oli seal vaid ballasti eest , "" jutustab Rüütel .",advcl,"com,gen,sg"
11119030,31,41,koostisosa,nom,""" Kuna keratiin on juuksekarva koostisosa , aitab see juuksekarval sulguda .",advcl,"com,nom,sg"
12043662,196,200,paha,nom,"« Maijooks » on meie , mitte-eriti-sportivate-kuid-see-eest-süüa-armastavate-naiste jaoks justkui vabastav mantra : seda mainides enesetunne tõuseb ja mõistad , et sa ei olegi oma kere vastu väga paha tõid ta ju Piritale jalutama , mida ta veel tahab !",advcl,"nom,pos,sg"
16266771,217,222,raske,nom,"Ma olen täitsa nõus härra Enn Tartoga , ka mind teeb tõsiselt murelikuks küsimus , mis saab eesti rahvast , kui me nendel tingimustel läheme , nendel tingimustel , ma rõhutan , sest alternatiivi euroliitu minekule on raske leida , aga halbadel tingimustel minek on veel hullem kui üldse mitte minek .",advcl,"nom,pos,sg"
10008712,23,27,tõsi,nom,"Et linnapea sõnadel on tõsi taga , näitas puupüsti täis ja minestamiseni umbne aula .",advcl,"com,nom,sg"
9085539,28,32,sina,nom,"Andres Lõo : “ Nagu näiteks sina - sa vist ei tahagi , aga ikka oled .",advcl,"nom,sg"
3856121,47,51,head,nom,""" Vaatan , kuidas tänavused tulemused on : kui head , siis tahaks töölt ära tulla ja täielikult spordile keskenduda , "" sõnas praegu *veitsis koos Inglise tiimiga harjutav Pihla , kes kevadest sügiseni töötab hambaravi toodete spetsialistina .",advcl,"nom,pl,pos"
5393306,21,29,ristiisa,gen,"Nagu 1930.-ndate USA ristiisa Capone'i , kahtlustas politsei ka Oleg Lvovi seotuses mitme mõrvaga .",advcl,"com,gen,sg"
10049754,90,95,raske,nom,"Aili ütleb , et tema Vastseliina vallast abiraha küsida ei taha , sest abi küsida on väga raske , parem proovib ikka ise toime tulla .",advcl,"nom,pos,sg"
15638086,36,41,kiire,nom,"Ehkki teie ajutegevus on sel aastal kiire , püüdke lepingute sõlmimisel , raha- ja äritehingutes ning muusuguste tähtsate otsuste tegemisel hoiduda kiirustamisest ja impulsiivsest tegutsemisest .",advcl,"nom,pos,sg"
2592598,95,100,jääma,ill,"Koos üritustel olles tekib ühtsustunne , mis tähendab , et kui mees vahest kauemaks tööle peab jääma , siis naine ei pahanda ja lapsed võivad uhkusega öelda , et nende isa töötab Thulemas . """,advcl,"aux,ill,ps,sup"
15982482,66,70,head,nom,appi aidake minda valida kas T200 R00 või T65 ???? sest kõik sama head ja ei teagi,advcl,"nom,pl,pos"
8613957,69,74,Bölli,adit,"Schulzki ütles eile , et Remarque'i neil enam keegi ei loe , nagu ka Bölli , klassikutest on Thomas Mann ainus , keda pole unustatud """,advcl,"adit,prop,sg"
653542,46,50,ostu,gen,"Peeter lükkab ümber kuulduse , nagu oleks ETA ostu taga Ajakirjandusmaja kaasomanik Esma Auto , mille suuromanik on tihedalt Isamaaliiduga seotud ärimees Jaanus Reisner .",advcl,"com,gen,sg"
901320,86,90,keel,nom,"Rumeenia väravavaht Bogdan Stelea näitas aga imelist reaktsiooni , käsi käis kui ussi keel ja tõrjus palli .",advcl,"com,nom,sg"
5198595,78,82,püha,nom,"Kui keegi rikub Jumala templi , siis Jumal rikub tema ; sest Jumala tempel on püha ja seesama olete teie !",advcl,"nom,pos,sg"
17789569,73,77,vana,nom,"Operatsioone tehakse aga harilikult alles vanuses üle 20 ( ma ei tea kui vana sa oled aga arvan , et alla selle ) .",advcl,"nom,pos,sg"
12153141,52,57,saama,ill,Kiirabi viis vigastatud jalakäija haiglasse esmaabi saama .,advcl,"aux,ill,ps,sup"
19703551,19,23,vana,nom,may: kuule god kui vana sa oled',advcl,"nom,pos,sg"
10078421,32,41,Nietzsche,nom,"See teadmine pigem segab , sest Nietzsche ja Keyserling ja ka Middendorf on veel ainult nimed , malendid mänguväljal .",advcl,"nom,prop,sg"
16305711,48,52,sama,nom,"Korpuse kohta tõesti ei tea , sest j2tsin selle sama , mmis oli ORDI originaalkomplektis .",advcl,"nom,sg"
16815371,219,224,selle,gen,"Mina küsiksin härra ministrilt , kuidas on praeguseks tagatud postiteenuse elanikele vastuvõetav hind , kuivõrd ja kuidas on see saavutatud tollesama postiteenuste seadusega , mida Riigikogu menetles ja käsitles , sest selle üle oli väga palju vaidlusi ?",advcl,"gen,sg"
3722040,13,18,süldi,gen,""" Viska nagu süldi pihta , rõngas imeb peaaegu kõik pallid endasse .",advcl,"com,gen,sg"
